created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
"Thu Oct 01 22:15:32 +0000 2020",1311791885770518529,1311791885770518529,"RT @JaniceDean: Since #andrewcuomo is trending on @Twitter here’s my story and why I think he’s the worst governor the state of New York ha…",,Array,Array,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,Array,,,,,Array,,1782,0,,,en
